order Number,ProductID,Discount,Quantity,returnQuantity,returnReason,Compensation Method
785,278,0.05,3,0,,
785,77,0.05,3,0,,
786,100,0.03,3,0,,
787,227,0.05,1,0,,
787,144,0.05,4,0,,
787,7,0.05,2,0,,
788,175,0.03,2,0,,
789,62,0.03,3,3,Order Cancelled,Refund
790,46,0.05,3,2,Product doesn't match expectations,Refund
790,279,0.05,2,0,,
791,5,0,1,0,,
792,288,0.05,1,0,,
792,54,0.05,1,0,,
792,32,0.05,4,0,,
792,1,0.05,4,0,,
792,239,0.05,1,0,,
792,158,0.05,5,0,,
793,98,0.03,4,0,,
794,95,0.05,5,0,,
795,183,0.03,1,0,,
795,88,0.03,1,0,,
795,55,0.03,2,0,,
796,35,0.05,2,0,,
796,118,0.05,5,0,,
797,235,0.05,5,0,,
798,246,0.03,4,0,,
799,236,0.05,1,0,,
799,212,0.05,3,0,,
799,23,0.05,1,0,,
799,111,0.05,1,1,Order Cancelled,Refund
799,160,0.05,3,0,,
800,81,0.05,4,0,,
800,20,0.05,3,3,Order Cancelled,Voucher
800,275,0.05,4,0,,
800,254,0.05,2,1,Other,Voucher
801,281,0.03,1,0,,
801,207,0.03,2,0,,
802,29,0,1,1,Order Cancelled,Refund
803,261,0.03,2,0,,
804,256,0.05,5,0,,
804,205,0.05,1,0,,
804,126,0.05,5,0,,
804,267,0.05,5,0,,
804,79,0.05,1,0,,
805,274,0.03,2,0,,
805,145,0.03,1,0,,
805,179,0.03,1,0,,
806,21,0.05,4,4,Order Cancelled,Voucher
806,298,0.05,2,2,Order Cancelled,Refund
806,28,0.05,2,1,Product is damaged,Voucher
806,201,0.05,4,0,,
807,221,0.05,2,0,,
807,122,0.05,4,3,Product doesn't match expectations,Refund
808,154,0.05,4,0,,
808,253,0.05,4,0,,
808,71,0.05,4,2,Product doesn't match expectations,Voucher
809,139,0.03,3,0,,
810,208,0.05,2,0,,
810,283,0.05,2,0,,
810,298,0.05,4,0,,
810,269,0.05,4,0,,
811,189,0.05,3,0,,
811,54,0.05,4,0,,
811,52,0.05,4,0,,
811,21,0.05,5,0,,
811,63,0.05,1,0,,
812,241,0.03,2,0,,
813,254,0.05,2,0,,
813,16,0.05,1,0,,
813,279,0.05,3,1,Other,Voucher
813,287,0.05,3,0,,
814,145,0.03,4,0,,
815,90,0.05,3,0,,
815,295,0.05,2,0,,
816,185,0.03,2,1,Other,Refund
817,3,0.03,3,0,,
818,83,0.05,4,2,Product is damaged,Refund
818,69,0.05,2,0,,
818,119,0.05,4,1,Product is damaged,Voucher
819,25,0.05,3,0,,
819,104,0.05,2,0,,
820,89,0.03,3,0,,
821,35,0.03,2,0,,
822,138,0.05,3,0,,
822,248,0.05,4,0,,
822,244,0.05,1,0,,
822,239,0.05,3,2,Other,Refund
823,108,0,1,0,,
824,278,0.05,4,0,,
824,275,0.05,2,0,,
824,233,0.05,1,0,,
825,216,0,1,0,,
826,292,0,1,0,,
827,11,0.05,5,0,,
827,143,0.05,1,0,,
827,82,0.05,2,0,,
827,148,0.05,5,0,,
828,110,0.05,2,0,,
828,93,0.05,4,0,,
829,26,0.05,3,1,Product doesn't match expectations,Refund
829,72,0.05,5,0,,
829,105,0.05,1,0,,
830,262,0.05,5,0,,
830,242,0.05,4,0,,
830,53,0.05,5,0,,
830,64,0.05,5,2,Product is damaged,Voucher
830,102,0.05,4,0,,
831,176,0.03,2,0,,
832,31,0.03,2,0,,
833,2,0.05,5,0,,
834,103,0.05,2,0,,
834,44,0.05,4,0,,
835,23,0.05,2,2,Order Cancelled,Refund
835,192,0.05,5,3,Product doesn't match expectations,Refund
835,14,0.05,2,0,,
836,85,0.05,2,0,,
836,220,0.05,4,0,,
836,8,0.05,1,0,,
836,123,0.05,1,0,,
837,243,0.05,2,2,Order Cancelled,Voucher
837,81,0.05,1,0,,
837,111,0.05,2,0,,
838,177,0,1,0,,
839,266,0,1,0,,
840,293,0.05,5,0,,
840,237,0.05,2,0,,
841,174,0.05,2,0,,
841,88,0.05,3,0,,
842,152,0.03,4,0,,
843,134,0.05,5,0,,
843,201,0.05,4,2,Other,Voucher
843,65,0.05,5,3,Product doesn't match expectations,Voucher
844,155,0.05,5,0,,
844,213,0.05,1,0,,
844,59,0.05,2,0,,
844,246,0.05,3,0,,
845,297,0.05,4,0,,
845,153,0.05,2,0,,
846,219,0.05,3,2,Product is damaged,Refund
846,166,0.05,4,0,,
846,92,0.05,2,0,,
846,226,0.05,3,0,,
846,296,0.05,4,0,,
847,291,0.05,1,0,,
847,195,0.05,5,0,,
848,43,0.05,2,2,Order Cancelled,Refund
848,106,0.05,2,0,,
848,267,0.05,2,0,,
848,132,0.05,2,0,,
849,261,0.05,3,1,Product doesn't match expectations,Voucher
849,48,0.05,5,0,,
849,136,0.05,2,1,Product doesn't match expectations,Refund
850,184,0.05,5,0,,
850,13,0.05,2,0,,
850,178,0.05,5,0,,
851,116,0.05,5,0,,
851,120,0.05,4,0,,
851,238,0.05,1,1,Order Cancelled,Refund
852,205,0.05,3,0,,
852,289,0.05,4,0,,
852,58,0.05,2,0,,
852,288,0.05,5,0,,
852,61,0.05,5,0,,
852,265,0.05,4,0,,
853,127,0.05,5,0,,
853,115,0.05,2,0,,
854,274,0.05,5,0,,
854,50,0.05,3,0,,
855,113,0.05,4,0,,
855,214,0.05,5,0,,
855,253,0.05,3,0,,
855,183,0.05,4,0,,
855,125,0.05,4,0,,
855,129,0.05,3,0,,
856,159,0.05,5,0,,
856,12,0.05,5,0,,
857,180,0.05,3,0,,
857,75,0.05,4,0,,
857,95,0.05,1,1,Order Cancelled,Voucher
857,210,0.05,5,0,,
858,181,0.03,2,2,Order Cancelled,Voucher
859,79,0.03,3,2,Product doesn't match expectations,Refund
860,259,0.05,3,0,,
860,240,0.05,3,0,,
860,157,0.05,4,0,,
860,194,0.05,2,1,Product is damaged,Voucher
860,135,0.05,3,3,Order Cancelled,Refund
860,207,0.05,4,3,Product doesn't match expectations,Voucher
860,97,0.05,1,0,,
861,175,0.05,5,0,,
861,131,0.05,2,0,,
861,164,0.05,5,0,,
862,161,0,1,1,Order Cancelled,Refund
863,109,0.05,5,0,,
863,271,0.05,4,0,,
863,260,0.05,4,4,Order Cancelled,Refund
863,169,0.05,1,0,,
863,126,0.05,3,0,,
864,32,0.03,2,0,,
865,77,0.05,1,0,,
865,290,0.05,5,0,,
866,247,0.05,1,0,,
866,121,0.05,4,0,,
867,172,0.05,5,0,,
868,34,0.05,1,0,,
868,284,0.05,3,0,,
868,158,0.05,1,0,,
869,215,0.03,4,0,,
870,22,0.03,4,0,,
871,202,0.05,4,0,,
871,182,0.05,1,1,Order Cancelled,Refund
872,270,0.05,2,0,,
872,200,0.05,3,0,,
872,49,0.05,5,2,Product is damaged,Refund
873,294,0.05,5,0,,
873,179,0.05,1,0,,
874,137,0.03,1,0,,
874,107,0.03,3,0,,
875,10,0.05,5,0,,
875,74,0.05,1,0,,
876,245,0.05,2,0,,
876,173,0.05,4,0,,
876,250,0.05,3,0,,
876,257,0.05,3,0,,
876,256,0.05,5,0,,
877,56,0.03,2,0,,
878,165,0.03,4,0,,
879,114,0.05,4,0,,
879,124,0.05,1,0,,
880,229,0,1,0,,
881,99,0.05,4,0,,
881,263,0.05,4,0,,
881,98,0.05,5,0,,
882,252,0.05,3,2,Other,Refund
882,45,0.05,2,2,Order Cancelled,Voucher
883,96,0.05,2,0,,
883,67,0.05,4,2,Other,Refund
884,234,0.03,4,2,Product is damaged,Voucher
885,188,0.05,2,0,,
885,187,0.05,5,3,Other,Voucher
885,55,0.05,1,0,,
885,86,0.05,2,1,Product is damaged,Refund
885,218,0.05,4,0,,
886,222,0.05,4,0,,
886,118,0.05,1,0,,
886,47,0.05,4,0,,
886,282,0.05,4,0,,
887,227,0.05,5,0,,
888,277,0.03,4,0,,
889,193,0.03,3,0,,
890,144,0.05,5,0,,
890,28,0.05,2,0,,
891,9,0.05,5,3,Product doesn't match expectations,Refund
892,1,0.05,3,0,,
892,268,0.05,3,0,,
892,24,0.05,1,0,,
893,80,0.05,4,0,,
893,46,0.05,3,0,,
893,280,0.05,1,0,,
893,42,0.05,4,0,,
894,29,0.05,5,0,,
895,217,0.03,4,1,Product is damaged,Voucher
896,258,0.03,3,0,,
897,211,0,1,1,Order Cancelled,Refund
898,167,0.03,2,0,,
899,160,0.05,5,0,,
899,100,0.05,2,0,,
899,87,0.05,1,0,,
899,231,0.05,3,3,Order Cancelled,Refund
900,276,0.05,2,0,,
900,78,0.05,4,0,,
901,68,0.05,4,2,Product doesn't match expectations,Refund
901,17,0.05,2,0,,
901,18,0.05,4,0,,
902,141,0.05,3,0,,
902,163,0.05,3,2,Other,Voucher
902,60,0.05,3,0,,
903,221,0.05,2,2,Order Cancelled,Refund
903,251,0.05,1,0,,
903,5,0.05,3,2,Product is damaged,Refund
904,122,0.05,3,3,Order Cancelled,Refund
904,36,0.05,5,0,,
904,249,0.05,1,0,,
905,198,0.03,2,0,,
906,170,0.03,1,0,,
906,223,0.03,1,0,,
907,91,0.05,5,0,,
907,142,0.05,1,0,,
907,149,0.05,5,5,Order Cancelled,Voucher
907,41,0.05,4,0,,
907,57,0.05,1,0,,
908,6,0.05,1,0,,
908,190,0.05,5,0,,
908,84,0.05,4,0,,
908,133,0.05,5,3,Product doesn't match expectations,Refund
909,224,0.03,4,0,,
910,206,0.05,5,0,,
910,235,0.05,4,0,,
910,204,0.05,3,1,Product doesn't match expectations,Voucher
910,146,0.05,3,0,,
910,264,0.05,3,3,Order Cancelled,Voucher
911,191,0.05,2,0,,
911,171,0.05,3,0,,
912,212,0.05,4,0,,
912,273,0.05,1,0,,
913,101,0.05,5,0,,
914,156,0.05,3,0,,
914,286,0.05,3,3,Order Cancelled,Voucher
914,117,0.05,3,0,,
915,162,0.03,4,0,,
916,7,0.03,2,1,Other,Refund
917,94,0.05,2,0,,
917,15,0.05,3,2,Other,Voucher
917,299,0.05,3,3,Order Cancelled,Refund
918,150,0.05,2,0,,
918,203,0.05,5,4,Product is damaged,Refund
919,209,0.05,3,0,,
919,197,0.05,4,0,,
919,19,0.05,2,0,,
920,51,0.05,4,4,Order Cancelled,Refund
920,73,0.05,4,1,Product doesn't match expectations,Voucher
920,281,0.05,1,0,,
921,128,0,1,1,Order Cancelled,Voucher
922,255,0,1,0,,
923,33,0.05,3,0,,
923,40,0.05,1,0,,
923,151,0.05,4,0,,
924,38,0.05,3,0,,
924,236,0.05,4,0,,
924,186,0.05,1,0,,
925,66,0.05,3,0,,
925,20,0.05,3,0,,
925,228,0.05,3,0,,
925,4,0.05,2,0,,
926,30,0.05,2,0,,
926,285,0.05,2,2,Order Cancelled,Refund
926,272,0.05,1,0,,
926,154,0.05,2,2,Order Cancelled,Refund
926,168,0.05,2,0,,
927,232,0.05,3,0,,
927,130,0.05,5,0,,
927,140,0.05,5,0,,
927,112,0.05,1,0,,
928,199,0.05,4,0,,
928,230,0.05,5,0,,
928,70,0.05,5,0,,
928,196,0.05,3,0,,
929,62,0.05,3,0,,
929,39,0.05,3,0,,
930,37,0.05,4,2,Product doesn't match expectations,Voucher
930,225,0.05,1,0,,
931,76,0.03,3,0,,
932,27,0.03,3,0,,
932,147,0.03,1,0,,
933,204,0.05,3,1,Product is damaged,Voucher
933,286,0.05,5,0,,
934,81,0.05,4,2,Product doesn't match expectations,Voucher
934,206,0.05,2,0,,
935,201,0.05,1,0,,
935,147,0.05,5,0,,
936,148,0.05,5,0,,
936,26,0.05,5,0,,
936,93,0.05,2,0,,
937,255,0.03,2,0,,
937,4,0.03,1,0,,
938,261,0.03,4,0,,
939,79,0.05,3,0,,
939,136,0.05,3,3,Order Cancelled,Voucher
939,217,0.05,2,2,Order Cancelled,Refund
940,291,0.05,5,0,,
941,139,0.05,5,0,,
941,269,0.05,5,0,,
942,222,0.05,5,0,,
942,80,0.05,5,0,,
943,99,0.05,4,0,,
943,279,0.05,2,0,,
943,64,0.05,3,1,Product is damaged,Refund
943,78,0.05,4,3,Product is damaged,Refund
944,3,0,1,0,,
945,221,0.05,4,0,,
945,281,0.05,1,0,,
946,14,0.05,1,0,,
946,276,0.05,2,0,,
946,20,0.05,5,0,,
946,47,0.05,4,0,,
947,166,0.05,3,2,Other,Refund
947,200,0.05,1,0,,
947,16,0.05,2,0,,
948,34,0,1,0,,
949,58,0.05,5,3,Product is damaged,Voucher
950,106,0,1,0,,
951,31,0.05,5,0,,
952,23,0.03,3,2,Other,Refund
953,130,0.05,1,0,,
953,9,0.05,5,2,Other,Voucher
954,161,0.05,1,0,,
954,209,0.05,5,0,,
955,35,0.03,3,0,,
956,135,0.05,3,0,,
956,157,0.05,4,3,Other,Voucher
956,270,0.05,5,0,,
957,25,0.03,2,0,,
958,63,0.03,2,2,Order Cancelled,Refund
959,235,0.05,5,3,Other,Refund
959,210,0.05,2,2,Order Cancelled,Refund
959,273,0.05,5,0,,
960,194,0.05,3,0,,
960,198,0.05,3,0,,
960,45,0.05,3,3,Order Cancelled,Refund
961,30,0.05,4,0,,
961,260,0.05,4,0,,
961,150,0.05,1,0,,
961,53,0.05,2,1,Product doesn't match expectations,Refund
961,213,0.05,1,1,Order Cancelled,Voucher
961,175,0.05,4,0,,
962,245,0.05,3,0,,
962,109,0.05,4,1,Product is damaged,Voucher
963,51,0.03,1,0,,
963,56,0.03,1,0,,
964,283,0.05,5,0,,
964,259,0.05,4,2,Product is damaged,Voucher
965,91,0.05,3,0,,
965,240,0.05,1,0,,
965,44,0.05,4,0,,
966,265,0.05,3,0,,
966,19,0.05,3,0,,
966,82,0.05,3,0,,
967,71,0.05,5,0,,
967,231,0.05,3,2,Other,Refund
967,49,0.05,3,0,,
967,112,0.05,2,0,,
968,248,0.05,5,0,,
969,108,0.05,3,0,,
969,278,0.05,4,0,,
969,120,0.05,2,2,Order Cancelled,Voucher
970,170,0.05,2,0,,
970,39,0.05,4,0,,
971,182,0.05,3,0,,
971,36,0.05,3,0,,
972,75,0.05,4,0,,
972,84,0.05,1,0,,
972,61,0.05,2,0,,
973,186,0.05,2,0,,
973,122,0.05,5,0,,
973,28,0.05,1,0,,
973,69,0.05,2,2,Order Cancelled,Refund
973,74,0.05,1,0,,
973,187,0.05,2,0,,
974,250,0.03,3,1,Product is damaged,Voucher
975,241,0.05,4,3,Product doesn't match expectations,Voucher
975,7,0.05,4,0,,
975,282,0.05,4,0,,
975,15,0.05,2,0,,
976,140,0.05,5,0,,
977,178,0.03,2,0,,
978,275,0.03,2,0,,
979,249,0.05,5,0,,
980,289,0.05,2,0,,
980,50,0.05,5,0,,
980,247,0.05,2,0,,
981,263,0.03,4,3,Product doesn't match expectations,Refund
982,169,0.05,5,0,,
983,132,0.05,2,0,,
983,287,0.05,5,0,,
984,153,0.05,5,0,,
984,65,0.05,3,3,Order Cancelled,Voucher
985,43,0,1,0,,
986,256,0.05,5,4,Other,Refund
987,67,0.05,4,0,,
987,72,0.05,3,0,,
988,228,0.05,5,0,,
988,296,0.05,2,0,,
989,288,0.03,1,0,,
989,2,0.03,3,1,Product doesn't match expectations,Voucher
990,208,0.05,5,0,,
990,127,0.05,4,4,Order Cancelled,Voucher
990,197,0.05,2,1,Product is damaged,Refund
990,70,0.05,1,0,,
990,102,0.05,2,2,Order Cancelled,Refund
991,113,0.05,5,2,Product is damaged,Voucher
991,96,0.05,2,2,Order Cancelled,Refund
991,87,0.05,4,4,Order Cancelled,Voucher
992,146,0.05,5,0,,
992,142,0.05,5,4,Product is damaged,Refund
993,179,0.05,2,0,,
993,271,0.05,3,2,Product is damaged,Refund
993,277,0.05,2,0,,
994,52,0.05,3,1,Other,Refund
994,292,0.05,2,0,,
994,262,0.05,2,0,,
995,27,0.03,2,0,,
996,1,0,1,0,,
997,205,0.05,5,0,,
997,119,0.05,1,0,,
997,252,0.05,1,0,,
998,137,0.05,4,0,,
998,21,0.05,2,0,,
999,94,0.05,2,0,,
999,294,0.05,4,0,,
999,180,0.05,3,0,,
1000,163,0.03,3,0,,
1001,126,0.03,4,0,,
1002,227,0.03,4,0,,
1003,211,0.03,3,0,,
1004,133,0.05,2,2,Order Cancelled,Voucher
1004,183,0.05,5,0,,
1005,212,0.05,5,4,Product doesn't match expectations,Refund
1005,219,0.05,3,2,Other,Refund
1005,33,0.05,3,3,Order Cancelled,Refund
1005,232,0.05,1,0,,
1006,118,0.03,4,0,,
1007,110,0.05,3,0,,
1007,60,0.05,4,3,Product is damaged,Refund
1008,85,0.03,3,0,,
1009,68,0.03,2,0,,
1010,239,0.05,2,0,,
1010,190,0.05,4,0,,
1010,11,0.05,3,1,Product doesn't match expectations,Refund
1011,234,0.05,4,0,,
1011,114,0.05,3,0,,
1012,90,0,1,0,,
1013,116,0,1,0,,
1014,154,0.05,3,0,,
1014,134,0.05,2,1,Product is damaged,Refund
1014,88,0.05,5,4,Product is damaged,Voucher
1015,173,0.05,5,0,,
1015,243,0.05,3,1,Product is damaged,Voucher
1016,152,0.05,2,0,,
1016,220,0.05,3,2,Product doesn't match expectations,Refund
1017,207,0.05,2,0,,
1017,149,0.05,3,0,,
1018,131,0.05,4,4,Order Cancelled,Refund
1018,89,0.05,3,0,,
1018,174,0.05,4,0,,
1018,244,0.05,1,0,,
1018,218,0.05,1,0,,
1019,38,0.05,5,5,Order Cancelled,Voucher
1019,246,0.05,3,0,,
1019,253,0.05,1,0,,
1019,230,0.05,3,0,,
1020,41,0.03,2,0,,
1021,202,0.05,2,0,,
1021,55,0.05,2,0,,
1021,105,0.05,5,0,,
1022,138,0,1,0,,
1023,216,0.03,4,0,,
1024,151,0.03,3,0,,
1025,162,0.03,3,0,,
1026,73,0.05,5,0,,
1026,185,0.05,3,2,Product doesn't match expectations,Voucher
1027,92,0.03,3,0,,
1028,223,0.05,3,2,Product is damaged,Voucher
1028,100,0.05,4,0,,
1029,29,0.05,3,1,Other,Refund
1029,193,0.05,1,0,,
1029,62,0.05,3,0,,
1029,192,0.05,5,2,Product doesn't match expectations,Voucher
1030,10,0.05,3,0,,
1030,12,0.05,5,0,,
1030,13,0.05,1,0,,
1031,103,0.05,2,0,,
1031,268,0.05,2,0,,
1031,237,0.05,3,0,,
1032,299,0.05,5,4,Other,Refund
1032,117,0.05,1,0,,
1032,229,0.05,1,0,,
1032,164,0.05,4,0,,
1032,167,0.05,1,0,,
1033,297,0.05,1,0,,
1033,284,0.05,3,0,,
1033,280,0.05,2,0,,
1034,160,0,1,0,,
1035,24,0.05,2,0,,
1035,144,0.05,3,3,Order Cancelled,Voucher
1036,191,0.05,5,0,,
1037,17,0.05,2,0,,
1037,8,0.05,4,0,,
1038,121,0.05,4,4,Order Cancelled,Refund
1038,189,0.05,2,0,,
1038,257,0.05,3,0,,
1039,196,0.05,4,0,,
1039,128,0.05,2,0,,
1040,54,0.03,4,0,,
1041,199,0.05,5,0,,
1041,97,0.05,4,2,Other,Refund
1041,224,0.05,1,0,,
1041,293,0.05,5,0,,
1042,76,0.05,4,1,Product doesn't match expectations,Refund
1042,83,0.05,5,0,,
1042,155,0.05,3,0,,
1043,111,0.05,5,0,,
1044,18,0,1,0,,
1045,171,0.03,2,0,,
1045,159,0.03,1,0,,
1046,37,0.05,1,0,,
1046,141,0.05,1,0,,
1046,22,0.05,5,0,,
1046,156,0.05,5,0,,
1046,40,0.05,1,0,,
1047,86,0.05,2,0,,
1047,66,0.05,4,0,,
1047,290,0.05,5,0,,
1047,258,0.05,5,0,,
1048,214,0.05,2,1,Product doesn't match expectations,Refund
1048,57,0.05,3,0,,
1048,242,0.05,3,2,Product doesn't match expectations,Voucher
1049,295,0.03,1,0,,
1049,123,0.03,2,0,,
1050,59,0.05,2,0,,
1050,32,0.05,5,0,,
1050,274,0.05,2,0,,
1051,251,0.05,4,2,Product doesn't match expectations,Refund
1051,195,0.05,5,0,,
1052,184,0,1,0,,
1053,298,0.03,4,0,,
1054,115,0,1,0,,
1055,124,0.05,5,0,,
1056,145,0.05,5,0,,
1056,215,0.05,1,0,,
1056,101,0.05,1,0,,
1056,48,0.05,2,0,,
1056,285,0.05,4,0,,
1057,104,0.05,2,1,Other,Refund
1057,267,0.05,4,0,,
1057,176,0.05,1,0,,
1058,95,0.05,1,0,,
1058,236,0.05,4,0,,
1059,168,0.05,3,0,,
1059,98,0.05,4,0,,
1059,203,0.05,5,0,,
1060,42,0.05,1,0,,
1060,266,0.05,2,1,Product is damaged,Refund
1060,233,0.05,2,0,,
1061,177,0.03,3,0,,
1061,158,0.03,1,0,,
1062,226,0.05,3,0,,
1062,46,0.05,2,1,Other,Refund
1062,107,0.05,3,0,,
1062,129,0.05,3,0,,
1063,5,0.05,3,0,,
1063,225,0.05,4,0,,
1064,181,0.05,1,0,,
1064,264,0.05,4,0,,
1064,6,0.05,2,1,Other,Refund
1064,188,0.05,5,1,Other,Refund
1065,254,0.05,5,0,,
1065,172,0.05,5,1,Product doesn't match expectations,Refund
1065,165,0.05,4,0,,
1065,238,0.05,2,0,,
1066,77,0.03,3,0,,
1067,272,0.05,5,0,,
1068,143,0.05,1,1,Order Cancelled,Refund
1068,125,0.05,4,0,,
1068,232,0.05,1,0,,
1068,258,0.05,4,0,,
1068,285,0.05,4,0,,
1069,34,0.05,3,0,,
1069,53,0.05,2,0,,
1069,293,0.05,1,0,,
1069,243,0.05,1,0,,
1070,271,0.05,1,0,,
1070,35,0.05,3,0,,
1070,162,0.05,3,0,,
1071,119,0.03,1,0,,
1071,268,0.03,3,2,Product is damaged,Refund
1072,255,0.05,3,0,,
1072,161,0.05,3,0,,
1072,225,0.05,1,0,,
1072,128,0.05,4,3,Product doesn't match expectations,Refund
1073,60,0.05,5,0,,
1074,205,0.03,4,0,,
1075,288,0.03,2,0,,
1076,277,0.05,2,0,,
1076,267,0.05,3,0,,
1077,151,0.05,5,0,,
1078,37,0.03,1,0,,
1078,129,0.03,3,0,,
1079,281,0.03,3,0,,
1080,61,0.05,3,0,,
1080,107,0.05,3,0,,
1081,139,0.05,3,0,,
1081,144,0.05,5,5,Order Cancelled,Refund
1081,221,0.05,5,0,,
1082,85,0.05,5,2,Product is damaged,Refund
1082,169,0.05,5,0,,
1083,265,0.03,4,1,Other,Voucher
1084,38,0.05,4,0,,
1084,81,0.05,2,2,Order Cancelled,Voucher
1085,126,0.05,3,0,,
1085,249,0.05,4,4,Order Cancelled,Voucher
1085,101,0.05,1,0,,
1086,47,0.05,4,4,Order Cancelled,Voucher
1086,215,0.05,5,0,,
1087,246,0.05,1,0,,
1087,2,0.05,1,0,,
1087,63,0.05,5,0,,
1088,125,0.05,2,0,,
1088,73,0.05,4,0,,
1088,152,0.05,2,0,,
1088,257,0.05,4,0,,
1089,158,0.05,4,0,,
1089,124,0.05,3,0,,
1089,142,0.05,2,1,Product doesn't match expectations,Voucher
1090,94,0.03,4,0,,
1091,218,0.05,2,0,,
1091,163,0.05,5,0,,
1091,32,0.05,5,0,,
1092,208,0.05,1,0,,
1092,227,0.05,3,0,,
1092,138,0.05,2,0,,
1093,17,0.03,3,3,Order Cancelled,Refund
1094,245,0.05,5,0,,
1094,98,0.05,1,0,,
1094,247,0.05,5,0,,
1094,50,0.05,4,0,,
1094,54,0.05,5,0,,
1095,200,0.05,5,0,,
1095,239,0.05,3,1,Other,Voucher
1095,193,0.05,4,0,,
1096,292,0.05,1,0,,
1096,172,0.05,2,0,,
1096,123,0.05,3,0,,
1097,189,0.05,1,0,,
1097,14,0.05,3,0,,
1097,21,0.05,4,0,,
1097,99,0.05,3,0,,
1098,190,0.05,4,2,Product is damaged,Refund
1098,62,0.05,1,0,,
1098,254,0.05,1,1,Order Cancelled,Voucher
1099,45,0.05,3,1,Product doesn't match expectations,Voucher
1099,127,0.05,1,0,,
1099,29,0.05,1,0,,
1099,25,0.05,4,0,,
1100,269,0.03,1,1,Order Cancelled,Voucher
1100,132,0.03,2,0,,
1101,46,0.05,2,0,,
1101,296,0.05,1,1,Order Cancelled,Refund
1101,222,0.05,5,0,,
1101,171,0.05,1,0,,
1101,96,0.05,1,0,,
1101,274,0.05,2,0,,
1102,160,0,1,0,,
1103,4,0.05,5,0,,
1103,95,0.05,3,0,,
1104,157,0.03,4,0,,
1105,206,0.03,3,0,,
1106,3,0.05,3,0,,
1106,197,0.05,2,0,,
1106,237,0.05,3,2,Product doesn't match expectations,Voucher
1107,146,0.05,4,0,,
1107,113,0.05,3,0,,
1107,180,0.05,4,0,,
1108,204,0,1,0,,
1109,230,0.05,1,0,,
1109,145,0.05,4,0,,
1110,181,0.05,5,0,,
1110,298,0.05,1,1,Order Cancelled,Voucher
1111,210,0.03,2,0,,
1111,235,0.03,1,0,,
1112,115,0.05,1,0,,
1112,69,0.05,5,0,,
1112,27,0.05,4,2,Product doesn't match expectations,Refund
1112,78,0.05,1,1,Order Cancelled,Voucher
1112,51,0.05,4,1,Product doesn't match expectations,Voucher
1113,16,0.05,2,0,,
1113,140,0.05,5,0,,
1113,67,0.05,3,0,,
1114,79,0.05,4,3,Other,Voucher
1114,282,0.05,3,0,,
1115,112,0,1,0,,
1116,220,0.05,3,2,Product is damaged,Voucher
1116,196,0.05,3,0,,
1117,261,0,1,0,,
1118,43,0.05,4,0,,
1118,136,0.05,4,0,,
1118,42,0.05,2,0,,
1118,234,0.05,3,0,,
1119,150,0.05,4,0,,
1119,166,0.05,3,0,,
1120,187,0.05,3,2,Product doesn't match expectations,Voucher
1120,110,0.05,5,0,,
1121,201,0.05,3,0,,
1121,153,0.05,5,0,,
1121,52,0.05,2,0,,
1122,244,0.05,3,0,,
1122,28,0.05,4,2,Other,Voucher
1122,89,0.05,1,0,,
1123,168,0.05,5,0,,
1123,156,0.05,5,0,,
1124,131,0.05,1,0,,
1124,55,0.05,2,0,,
1124,286,0.05,2,1,Product doesn't match expectations,Refund
1125,77,0.05,3,0,,
1125,88,0.05,4,0,,
1125,233,0.05,3,0,,
1125,199,0.05,3,3,Order Cancelled,Refund
1126,83,0.05,5,0,,
1126,56,0.05,1,0,,
1126,164,0.05,1,1,Order Cancelled,Voucher
1126,92,0.05,4,0,,
1126,191,0.05,3,0,,
1126,19,0.05,3,0,,
1127,40,0.05,5,5,Order Cancelled,Voucher
1128,194,0.05,4,0,,
1128,182,0.05,5,0,,
1128,121,0.05,4,0,,
1128,64,0.05,5,2,Product is damaged,Refund
1128,179,0.05,4,3,Product is damaged,Voucher
1129,278,0.05,2,0,,
1129,214,0.05,2,0,,
1129,174,0.05,3,0,,
1130,211,0.05,1,0,,
1130,198,0.05,5,4,Product doesn't match expectations,Voucher
1131,97,0.03,3,3,Order Cancelled,Refund
1132,154,0.05,1,0,,
1132,20,0.05,4,0,,
1133,147,0.05,4,0,,
1133,188,0.05,4,0,,
1133,58,0.05,2,0,,
1134,266,0,1,0,,
1135,24,0.05,3,0,,
1135,272,0.05,4,0,,
1136,109,0.03,4,0,,
1137,263,0,1,0,,
1138,133,0.05,2,0,,
1138,283,0.05,3,0,,
1138,238,0.05,4,0,,
1139,117,0,1,0,,
1140,93,0.05,5,0,,
1140,236,0.05,3,0,,
1140,170,0.05,4,0,,
1141,6,0.03,4,0,,
1142,30,0.05,2,0,,
1142,108,0.05,3,0,,
1143,148,0.05,3,0,,
1143,122,0.05,3,0,,
1143,167,0.05,4,0,,
1143,203,0.05,2,0,,
1144,264,0.05,5,0,,
1144,207,0.05,1,0,,
1145,82,0.05,1,0,,
1145,262,0.05,5,0,,
1145,137,0.05,1,0,,
1146,48,0.05,4,2,Product doesn't match expectations,Voucher
1146,68,0.05,3,0,,
1147,74,0.05,4,0,,
1147,165,0.05,4,0,,
1148,134,0.05,5,0,,
1148,36,0.05,1,0,,
1149,84,0.05,1,0,,
1149,135,0.05,1,0,,
1149,18,0.05,5,0,,
1149,223,0.05,4,0,,
